"ORIGIN_AIRPORT_ID","ORIGIN_AIRPORT_SEQ_ID","ORIGIN_CITY_MARKET_ID","ORIGIN","DEST_AIRPORT_ID","DEST_AIRPORT_SEQ_ID","DEST_CITY_MARKET_ID",
11292,1129202,30325,"DEN",10721,1072102,30721,
11292,1129202,30325,"DEN",13487,1348702,31650,
11292,1129202,30325,"DEN",11423,1142303,31423,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",10713,1071302,30713,
11292,1129202,30325,"DEN",11618,1161802,31703,
11292,1129202,30325,"DEN",14570,1457002,34570,
11292,1129202,30325,"DEN",14570,1457002,34570,
11292,1129202,30325,"DEN",10423,1042302,30423,
11292,1129202,30325,"DEN",12173,1217302,32134,
11292,1129202,30325,"DEN",12953,1295302,31703,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",12264,1226402,30852,
11292,1129202,30325,"DEN",12892,1289203,32575,
11292,1129202,30325,"DEN",11503,1150303,31503,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",12889,1288903,32211,
11292,1129202,30325,"DEN",13871,1387102,33316,
11292,1129202,30325,"DEN",10713,1071302,30713,
11292,1129202,30325,"DEN",13495,1349503,33495,
11292,1129202,30325,"DEN",10849,1084903,30849,
11292,1129202,30325,"DEN",14122,1412202,30198,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",14107,1410702,30466,
11292,1129202,30325,"DEN",12264,1226402,30852,
11292,1129202,30325,"DEN",14908,1490803,32575,
11292,1129202,30325,"DEN",12264,1226402,30852,
11292,1129202,30325,"DEN",12264,1226402,30852,
11292,1129202,30325,"DEN",13871,1387102,33316,
11292,1129202,30325,"DEN",14122,1412202,30198,
11292,1129202,30325,"DEN",12441,1244102,32441,
11292,1129202,30325,"DEN",12441,1244102,32441,
11292,1129202,30325,"DEN",12953,1295302,31703,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",11986,1198603,31986,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",12892,1289203,32575,
11292,1129202,30325,"DEN",10821,1082103,30852,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",14679,1467903,33570,
11292,1129202,30325,"DEN",12892,1289203,32575,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",11042,1104203,30647,
11292,1129202,30325,"DEN",12264,1226402,30852,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",12892,1289203,32575,
11292,1129202,30325,"DEN",14893,1489302,33192,
11292,1129202,30325,"DEN",12264,1226402,30852,
11292,1129202,30325,"DEN",11298,1129803,30194,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",11618,1161802,31703,
11292,1129202,30325,"DEN",11423,1142303,31423,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",12953,1295302,31703,
11292,1129202,30325,"DEN",13303,1330303,32467,
11292,1129202,30325,"DEN",12892,1289203,32575,
11292,1129202,30325,"DEN",10299,1029904,30299,
11292,1129202,30325,"DEN",12889,1288903,32211,
11292,1129202,30325,"DEN",12278,1227802,30928,
11292,1129202,30325,"DEN",11697,1169703,32467,
11292,1129202,30325,"DEN",14107,1410702,30466,
11292,1129202,30325,"DEN",14679,1467903,33570,
11292,1129202,30325,"DEN",14057,1405702,34057,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",11042,1104203,30647,
11292,1129202,30325,"DEN",10620,1062002,30620,
11292,1129202,30325,"DEN",14893,1489302,33192,
11292,1129202,30325,"DEN",12982,1298202,32982,
11292,1129202,30325,"DEN",14100,1410002,34100,
11292,1129202,30325,"DEN",14635,1463502,31714,
11292,1129202,30325,"DEN",12892,1289203,32575,
11292,1129202,30325,"DEN",13204,1320402,31454,
11292,1129202,30325,"DEN",14747,1474703,30559,
11292,1129202,30325,"DEN",13303,1330303,32467,
11292,1129202,30325,"DEN",14747,1474703,30559,
11292,1129202,30325,"DEN",12892,1289203,32575,
11292,1129202,30325,"DEN",11697,1169703,32467,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",11618,1161802,31703,
11292,1129202,30325,"DEN",12264,1226402,30852,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",14057,1405702,34057,
11292,1129202,30325,"DEN",13204,1320402,31454,
11292,1129202,30325,"DEN",13495,1349503,33495,
11292,1129202,30325,"DEN",11278,1127802,30852,
11292,1129202,30325,"DEN",11884,1188402,31884,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",10721,1072102,30721,
11292,1129202,30325,"DEN",11884,1188402,31884,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",11298,1129803,30194,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",13204,1320402,31454,
11292,1129202,30325,"DEN",13830,1383002,33830,
11292,1129202,30325,"DEN",14747,1474703,30559,
11292,1129202,30325,"DEN",15304,1530402,33195,
11292,1129202,30325,"DEN",11618,1161802,31703,
11292,1129202,30325,"DEN",12758,1275803,32758,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",12892,1289203,32575,
11292,1129202,30325,"DEN",11618,1161802,31703,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",14107,1410702,30466,
11292,1129202,30325,"DEN",13487,1348702,31650,
11292,1129202,30325,"DEN",14100,1410002,34100,
11292,1129202,30325,"DEN",11423,1142303,31423,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",11986,1198603,31986,
11292,1129202,30325,"DEN",14869,1486903,34614,
11292,1129202,30325,"DEN",14570,1457002,34570,
11292,1129202,30325,"DEN",13303,1330303,32467,
11292,1129202,30325,"DEN",12953,1295302,31703,
11292,1129202,30325,"DEN",10423,1042302,30423,
11292,1129202,30325,"DEN",12892,1289203,32575,
11292,1129202,30325,"DEN",12173,1217302,32134,
11292,1129202,30325,"DEN",14057,1405702,34057,
11292,1129202,30325,"DEN",11298,1129803,30194,
11292,1129202,30325,"DEN",12953,1295302,31703,
11292,1129202,30325,"DEN",15304,1530402,33195,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",14908,1490803,32575,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",14679,1467903,33570,
11292,1129202,30325,"DEN",11697,1169703,32467,
11292,1129202,30325,"DEN",10721,1072102,30721,
11292,1129202,30325,"DEN",11618,1161802,31703,
11292,1129202,30325,"DEN",12264,1226402,30852,
11292,1129202,30325,"DEN",10821,1082103,30852,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",10821,1082103,30852,
11292,1129202,30325,"DEN",11618,1161802,31703,
11292,1129202,30325,"DEN",10620,1062002,30620,
11292,1129202,30325,"DEN",11278,1127802,30852,
11292,1129202,30325,"DEN",15304,1530402,33195,
11292,1129202,30325,"DEN",14100,1410002,34100,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",12953,1295302,31703,
11292,1129202,30325,"DEN",14893,1489302,33192,
11292,1129202,30325,"DEN",14100,1410002,34100,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",12264,1226402,30852,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",11618,1161802,31703,
11292,1129202,30325,"DEN",11618,1161802,31703,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",13830,1383002,33830,
11292,1129202,30325,"DEN",14747,1474703,30559,
11292,1129202,30325,"DEN",14683,1468303,33214,
11292,1129202,30325,"DEN",10423,1042302,30423,
11292,1129202,30325,"DEN",12758,1275803,32758,
11292,1129202,30325,"DEN",12264,1226402,30852,
11292,1129202,30325,"DEN",12264,1226402,30852,
11292,1129202,30325,"DEN",12264,1226402,30852,
11292,1129202,30325,"DEN",10423,1042302,30423,
11292,1129202,30325,"DEN",13487,1348702,31650,
11292,1129202,30325,"DEN",11423,1142303,31423,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",10713,1071302,30713,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",11618,1161802,31703,
11292,1129202,30325,"DEN",14570,1457002,34570,
11292,1129202,30325,"DEN",14570,1457002,34570,
11292,1129202,30325,"DEN",12953,1295302,31703,
11292,1129202,30325,"DEN",10821,1082103,30852,
11292,1129202,30325,"DEN",12173,1217302,32134,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",14122,1412202,30198,
11292,1129202,30325,"DEN",12264,1226402,30852,
11292,1129202,30325,"DEN",10721,1072102,30721,
11292,1129202,30325,"DEN",12892,1289203,32575,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",13204,1320402,31454,
11292,1129202,30325,"DEN",12892,1289203,32575,
11292,1129202,30325,"DEN",12953,1295302,31703,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",12892,1289203,32575,
11292,1129202,30325,"DEN",12264,1226402,30852,
11292,1129202,30325,"DEN",12892,1289203,32575,
11292,1129202,30325,"DEN",11042,1104203,30647,
11292,1129202,30325,"DEN",13495,1349503,33495,
11292,1129202,30325,"DEN",12278,1227802,30928,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",11618,1161802,31703,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",11423,1142303,31423,
11292,1129202,30325,"DEN",14679,1467903,33570,
11292,1129202,30325,"DEN",12278,1227802,30928,
11292,1129202,30325,"DEN",11298,1129803,30194,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",13303,1330303,32467,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",14893,1489302,33192,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",11618,1161802,31703,
11292,1129202,30325,"DEN",10721,1072102,30721,
11292,1129202,30325,"DEN",12892,1289203,32575,
11292,1129202,30325,"DEN",13303,1330303,32467,
11292,1129202,30325,"DEN",10299,1029904,30299,
11292,1129202,30325,"DEN",12892,1289203,32575,
11292,1129202,30325,"DEN",13204,1320402,31454,
11292,1129202,30325,"DEN",11884,1188402,31884,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",10721,1072102,30721,
11292,1129202,30325,"DEN",14107,1410702,30466,
11292,1129202,30325,"DEN",15304,1530402,33195,
11292,1129202,30325,"DEN",14057,1405702,34057,
11292,1129202,30325,"DEN",14679,1467903,33570,
11292,1129202,30325,"DEN",11618,1161802,31703,
11292,1129202,30325,"DEN",14635,1463502,31714,
11292,1129202,30325,"DEN",14107,1410702,30466,
11292,1129202,30325,"DEN",14747,1474703,30559,
11292,1129202,30325,"DEN",10721,1072102,30721,
11292,1129202,30325,"DEN",11298,1129803,30194,
11292,1129202,30325,"DEN",11042,1104203,30647,
11292,1129202,30325,"DEN",12953,1295302,31703,
11292,1129202,30325,"DEN",12982,1298202,32982,
11292,1129202,30325,"DEN",12892,1289203,32575,
11292,1129202,30325,"DEN",14908,1490803,32575,
11292,1129202,30325,"DEN",12889,1288903,32211,
11292,1129202,30325,"DEN",12892,1289203,32575,
11292,1129202,30325,"DEN",11884,1188402,31884,
11292,1129202,30325,"DEN",13204,1320402,31454,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",13204,1320402,31454,
11292,1129202,30325,"DEN",14107,1410702,30466,
11292,1129202,30325,"DEN",14057,1405702,34057,
11292,1129202,30325,"DEN",14747,1474703,30559,
11292,1129202,30325,"DEN",12892,1289203,32575,
11292,1129202,30325,"DEN",11697,1169703,32467,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",10620,1062002,30620,
11292,1129202,30325,"DEN",14100,1410002,34100,
11292,1129202,30325,"DEN",14107,1410702,30466,
11292,1129202,30325,"DEN",11057,1105703,31057,
11292,1129202,30325,"DEN",11057,1105703,31057,
11292,1129202,30325,"DEN",11057,1105703,31057,
11292,1129202,30325,"DEN",14107,1410702,30466,
11292,1129202,30325,"DEN",11057,1105703,31057,
11292,1129202,30325,"DEN",14107,1410702,30466,
11292,1129202,30325,"DEN",14100,1410002,34100,
11292,1129202,30325,"DEN",14107,1410702,30466,
11292,1129202,30325,"DEN",14107,1410702,30466,
11292,1129202,30325,"DEN",14100,1410002,34100,
11292,1129202,30325,"DEN",14107,1410702,30466,
11292,1129202,30325,"DEN",14107,1410702,30466,
11292,1129202,30325,"DEN",11503,1150303,31503,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",12889,1288903,32211,
11292,1129202,30325,"DEN",13871,1387102,33316,
11292,1129202,30325,"DEN",10713,1071302,30713,
11292,1129202,30325,"DEN",12892,1289203,32575,
11292,1129202,30325,"DEN",13495,1349503,33495,
11292,1129202,30325,"DEN",10849,1084903,30849,
11292,1129202,30325,"DEN",11618,1161802,31703,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",14107,1410702,30466,
11292,1129202,30325,"DEN",12264,1226402,30852,
11292,1129202,30325,"DEN",14107,1410702,30466,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",14908,1490803,32575,
11292,1129202,30325,"DEN",14107,1410702,30466,
11292,1129202,30325,"DEN",12264,1226402,30852,
11292,1129202,30325,"DEN",13871,1387102,33316,
11292,1129202,30325,"DEN",14122,1412202,30198,
11292,1129202,30325,"DEN",12441,1244102,32441,
11292,1129202,30325,"DEN",12441,1244102,32441,
11292,1129202,30325,"DEN",12264,1226402,30852,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",14683,1468303,33214,
11292,1129202,30325,"DEN",11986,1198603,31986,
11292,1129202,30325,"DEN",11618,1161802,31703,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",12953,1295302,31703,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",12892,1289203,32575,
11292,1129202,30325,"DEN",12892,1289203,32575,
11292,1129202,30325,"DEN",12264,1226402,30852,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",12892,1289203,32575,
11292,1129202,30325,"DEN",11042,1104203,30647,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",12264,1226402,30852,
11292,1129202,30325,"DEN",15304,1530402,33195,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",14679,1467903,33570,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",14107,1410702,30466,
11292,1129202,30325,"DEN",14100,1410002,34100,
11292,1129202,30325,"DEN",11057,1105703,31057,
11292,1129202,30325,"DEN",14107,1410702,30466,
11292,1129202,30325,"DEN",11057,1105703,31057,
11292,1129202,30325,"DEN",11057,1105703,31057,
11292,1129202,30325,"DEN",14100,1410002,34100,
11292,1129202,30325,"DEN",14100,1410002,34100,
11292,1129202,30325,"DEN",11057,1105703,31057,
11292,1129202,30325,"DEN",14107,1410702,30466,
11292,1129202,30325,"DEN",11057,1105703,31057,
11292,1129202,30325,"DEN",14107,1410702,30466,
11292,1129202,30325,"DEN",11057,1105703,31057,
11292,1129202,30325,"DEN",14107,1410702,30466,
11292,1129202,30325,"DEN",14100,1410002,34100,
11292,1129202,30325,"DEN",14100,1410002,34100,
11292,1129202,30325,"DEN",14107,1410702,30466,
11292,1129202,30325,"DEN",14107,1410702,30466,
11292,1129202,30325,"DEN",10620,1062002,30620,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",11618,1161802,31703,
11292,1129202,30325,"DEN",12892,1289203,32575,
11292,1129202,30325,"DEN",10299,1029904,30299,
11292,1129202,30325,"DEN",12889,1288903,32211,
11292,1129202,30325,"DEN",14057,1405702,34057,
11292,1129202,30325,"DEN",10620,1062002,30620,
11292,1129202,30325,"DEN",14107,1410702,30466,
11292,1129202,30325,"DEN",12889,1288903,32211,
11292,1129202,30325,"DEN",11884,1188402,31884,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",15304,1530402,33195,
11292,1129202,30325,"DEN",14122,1412202,30198,
11292,1129202,30325,"DEN",12953,1295302,31703,
11292,1129202,30325,"DEN",11042,1104203,30647,
11292,1129202,30325,"DEN",11884,1188402,31884,
11292,1129202,30325,"DEN",14893,1489302,33192,
11292,1129202,30325,"DEN",14747,1474703,30559,
11292,1129202,30325,"DEN",14635,1463502,31714,
11292,1129202,30325,"DEN",13204,1320402,31454,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",13204,1320402,31454,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",14869,1486903,34614,
11292,1129202,30325,"DEN",10721,1072102,30721,
11292,1129202,30325,"DEN",14683,1468303,33214,
11292,1129202,30325,"DEN",14057,1405702,34057,
11292,1129202,30325,"DEN",12264,1226402,30852,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",14057,1405702,34057,
11292,1129202,30325,"DEN",10423,1042302,30423,
11292,1129202,30325,"DEN",12264,1226402,30852,
11292,1129202,30325,"DEN",10821,1082103,30852,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",14100,1410002,34100,
11292,1129202,30325,"DEN",11278,1127802,30852,
11292,1129202,30325,"DEN",10821,1082103,30852,
11292,1129202,30325,"DEN",14683,1468303,33214,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",11618,1161802,31703,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",12266,1226603,31453,
11292,1129202,30325,"DEN",13871,1387102,33316,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",11618,1161802,31703,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",13830,1383002,33830,
11292,1129202,30325,"DEN",12953,1295302,31703,
11292,1129202,30325,"DEN",14747,1474703,30559,
11292,1129202,30325,"DEN",10721,1072102,30721,
11292,1129202,30325,"DEN",14869,1486903,34614,
11292,1129202,30325,"DEN",13487,1348702,31650,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",14771,1477101,32457,
11292,1129202,30325,"DEN",12264,1226402,30852,
11292,1129202,30325,"DEN",14908,1490803,32575,
11292,1129202,30325,"DEN",14747,1474703,30559,
11292,1129202,30325,"DEN",13487,1348702,31650,
11292,1129202,30325,"DEN",11423,1142303,31423,
11292,1129202,30325,"DEN",13930,1393003,30977,
11292,1129202,30325,"DEN",14893,1489302,33192,
11292,1129202,30325,"DEN",10713,1071302,30713,
11292,1129202,30325,"DEN",14570,1457002,34570,
11292,1129202,30325,"DEN",14570,1457002,34570,
11292,1129202,30325,"DEN",12889,1288903,32211,
11292,1129202,30325,"DEN",13303,1330303,32467,
11292,1129202,30325,"DEN",12173,1217302,32134,
11292,1129202,30325,"DEN",14908,1490803,32575,
11292,1129202,30325,"DEN",11697,1169703,32467,
11292,1129202,30325,"DEN",12953,1295302,31703,
11292,1129202,30325,"DEN",15304,1530402,33195,
11292,1129202,30325,"DEN",12278,1227802,30928,
11292,1129202,30325,"DEN",14107,1410702,30466,
11292,1129202,30325,"DEN",10721,1072102,30721,
